Company Name,Business Name,Street Address,City,Burrough,Province,Postal Code,Telephone Number,Line of Business,Latitude,Longitude,Primary NAICS,Primary SIC,Sales Volume,Total Employees,Local Employees,Year Started
TIMOTHY'S COFFEES OF THE WORLD INC,,2901 BAYVIEW AVE,Toronto,NORTH YORK,Ontario,M2K 1E6,4162221164,EATING PLACES,43.76922,-79.388331,722513,58120304,$0.00 ,0,10,
TIMOTHY'S COFFEES OF THE WORLD INC,,22 ST CLAIR AVE E,Toronto,TORONTO,Ontario,M4T 2S3,4169726420,EATING PLACES,43.68853,-79.393121,722513,58120304,$0.00 ,0,5,
TIMOTHY'S COFFEES OF THE WORLD INC,,12 ST CLAIR AVE E,Toronto,TORONTO,Ontario,M4T 1L7,4166383333,EATING PLACES,43.68842,-79.393511,722513,58120304,$0.00 ,0,5,
TIMOTHY'S WORLD COFFEE,,1070 EGLINTON AVE W,Toronto,TORONTO,Ontario,M6C 2C5,4167858600,EATING PLACES,43.7001,-79.430931,722513,58120304,"$297,233.00 ",10,10,2009
TINTO COFFEE HOUSE,,89 RONCESVALLES AVE,Toronto,TORONTO,Ontario,M6R 2K6,,EATING PLACES,43.641767,-79.447202,722513,58120304,"$152,427.00 ",4,4,
TLM CATERING,,207 WICKSTEED,Toronto,TORONTO,Ontario,M4G 2C1,,DIRECT SELLING ESTABLISHMENTS,43.712761,-79.350666,722330,59630204,$0.00 ,10,10,2015
T & M SIDEWALK CAFE,,1344 DANFORTH AVE,Toronto,TORONTO,Ontario,M4J 1M9,4164652012,EATING PLACES,43.68245,-79.328961,722513,58120304,"$114,321.00 ",3,3,
TORONTO COFFEE AND TEA HOUSE LTD,,685 LANSDOWNE AVE SUITE 2,Toronto,TORONTO,Ontario,M6H 3Y9,,EATING PLACES,43.65899,-79.442421,722513,58120304,"$167,810.00 ",5,5,2013
TREATS,,411 LAWRENCE AVE E,Toronto,NORTH YORK,Ontario,M3C 1N9,4164413602,EATING PLACES,43.73026,-79.378071,722513,58120304,"$145,921.00 ",4,4,
TREATS INTERNATIONAL COFFEE,,200 TOWN CENTRE CRT,Toronto,SCARBOROUGH,Ontario,M1P 4X8,,EATING PLACES,43.77432,-79.255091,722513,58120304,"$167,810.00 ",5,5,
TRINITY SQUARE ENTERPRISES,,519 CHURCH ST,Toronto,TORONTO,Ontario,M4Y 2C9,4163926878,EATING PLACES,43.66655,-79.380901,722513,58120304,"$167,810.00 ",5,5,
TRUE LOVE COFFEE CASTLE INC,,290 DUNDAS ST E,Toronto,TORONTO,Ontario,M5A 1Z9,4169220532,EATING PLACES,43.6585,-79.371221,722513,58120304,"$75,452.00 ",2,2,2004
TRUNG NGUYEN COFFEE LTD,,820 WILSON AVE,Toronto,NORTH YORK,Ontario,M3K 1E5,,EATING PLACES,43.73101,-79.466671,722513,58120304,"$109,441.00 ",3,3,
TUCANA COFFEE,,1413 DUNDAS ST W,Toronto,TORONTO,Ontario,M6J 1Y4,4166606926,EATING PLACES,43.649511,-79.429156,722513,58120304,"$109,441.00 ",3,3,2016
TWO BEARS COFFEE INC,,330 SPADINA RD SUITE 1206,Toronto,TORONTO,Ontario,M5R 2V9,,EATING PLACES,43.683529,-79.410768,722513,58120304,"$109,441.00 ",3,3,2015
UNITED COFFEE,,456 OSSINGTON AVE,Toronto,TORONTO,Ontario,M6G 3T2,6477481255,EATING PLACES,43.655065,-79.423062,722513,58120304,"$109,441.00 ",3,3,2013
UPPER DECK SPORTS BAR & CAFE,,3622 DUFFERIN ST,Toronto,NORTH YORK,Ontario,M3K 1N7,,EATING PLACES,43.73181,-79.459121,722513,58120304,"$145,921.00 ",4,4,
URBAN HOUSE CAFE,,4 DUNDONALD ST,Toronto,TORONTO,Ontario,M4Y 1K2,4169150113,EATING PLACES,43.66617,-79.384351,722513,58120304,"$167,810.00 ",5,5,
VALLENA BAKERY BOUTIQUE,,15 FORT YORK BLVD UNIT 251,Toronto,TORONTO,Ontario,M5V 3Y4,,EATING PLACES,43.640244,-79.393914,722513,58120304,"$109,441.00 ",3,3,2016
VERA IN PLACE OPERATION BAGEL STOP INC,,90 EGLINTON AVE E SUITE 108,Toronto,TORONTO,Ontario,M4P 2Y3,4164822878,EATING PLACES,43.70762,-79.395861,722513,58120304,"$75,452.00 ",2,2,2007
"VILLAGE ROASTER, THE",,358 OLD KINGSTON RD,Toronto,SCARBOROUGH,Ontario,M1C 1B6,,"GROCERIES AND RELATED PRODUCTS, NEC, NSK",43.78362,-79.170521,424490,51490901,"$715,015.00 ",5,5,2004
VIVID BAR LOUNGE INC,,1067 ST CLAIR AVE W SUITE A,Toronto,TORONTO,Ontario,M6E 1A6,4166541675,EATING PLACES,43.67853,-79.439151,722513,58120304,"$216,736.00 ",5,5,2010
VOODOO CHILD,,388 COLLEGE ST,Toronto,TORONTO,Ontario,M5T 1S7,6477481011,EATING PLACES,43.65714,-79.405521,722513,58120304,"$189,698.00 ",6,6,2013
VUONG CAFE,,374 KEELE ST,Toronto,TORONTO,Ontario,M6P 2K8,,EATING PLACES,43.66557,-79.464741,722513,58120304,"$114,321.00 ",3,3,1995
"WAITING ROOM COFFEE SHOP, THE",,4800 LESLIE ST,Toronto,TORONTO,Ontario,M2J 2K9,4164916441,EATING PLACES,43.77962,-79.366171,722513,58120304,"$109,441.00 ",3,3,2014
WENDY'S DELI & COFFEE,,91 DUNDAS ST E,Toronto,TORONTO,Ontario,M5B 2C8,,EATING PLACES,43.65628,-79.377531,722513,58120304,"$152,427.00 ",4,4,
WHITE SQUIRREL COFFEE SHOP,,907 QUEEN ST W,Toronto,TORONTO,Ontario,M6J 1G5,6474284478,EATING PLACES,43.64535,-79.412341,722511,58120000,"$175,292.00 ",5,5,2009
WILLIAMS COFFEE POT,,197 NORTH QUEEN ST,Toronto,ETOBICOKE,Ontario,M9C 1A7,,EATING PLACES,43.615945,-79.556813,722511,58129902,"$700,423.00 ",25,25,1999
"WITCHES BREW, THE",,160 BALDWIN ST UNIT 8,Toronto,TORONTO,Ontario,M5T 1L8,4165998925,"FOOD PREPARATIONS, NEC, NSK",43.65495,-79.400128,311920,20999917,"$434,418.00 ",4,4,2015
WRAP EXPRESS,,3945 JANE ST SUITE 27,Toronto,NORTH YORK,Ontario,M3N 2K1,4166305995,EATING PLACES,43.756451,-79.517453,722513,58120304,"$175,292.00 ",5,5,
YOGOBERRI BAKERY CAFE,,6070 YONGE ST,Toronto,NORTH YORK,Ontario,M2M 3W6,4165120488,EATING PLACES,43.790606,-79.41831,722513,58120304,$0.00 ,10,10,2015
YOGURPY'S COUNTRY STYLE,,501 CHURCH ST,Toronto,TORONTO,Ontario,M4Y 2C6,4169270786,EATING PLACES,43.66563,-79.380581,722513,58120304,"$152,427.00 ",4,4,
YOGURTYS YOGURT DISCOVERY,,501A CHURCH ST,Toronto,TORONTO,Ontario,M4Y 2C6,,EATING PLACES,43.665684,-79.380845,722513,58120304,"$93,291.00 ",2,2,
YORK CENTRE CAFE,,2408 DUFFERIN ST,Toronto,TORONTO,Ontario,M6E 3S8,4167830379,EATING PLACES,43.69703,-79.451171,722513,58120304,"$297,233.00 ",10,10,
YORKLAND COFFEE,,200 YORKLAND BLVD,Toronto,NORTH YORK,Ontario,M2J 5C1,4164987446,EATING PLACES,43.771231,-79.335244,722513,58120304,"$297,233.00 ",10,10,
ZALLY'S CAFFE,,131 BREMNER BLVD,Toronto,TORONTO,Ontario,M5J 3A7,6473437840,EATING PLACES,43.64226,-79.383291,722513,58120304,"$175,292.00 ",5,5,
ZAV COFFEE SHOP AND GALLERY,,2048 DANFORTH AVE,Toronto,TORONTO,Ontario,M4C 1J6,4168237641,EATING PLACES,43.68551,-79.313923,722513,58120304,$0.00 ,10,10,2017
ZAZA,,75 YORKVILLE AVE,Toronto,TORONTO,Ontario,M5R 1B8,4169349292,EATING PLACES,43.67101,-79.391041,722513,58120304,$0.00 ,10,10,
ZAZU ESPRESSO BAR/CANNOLI INC,,75 YORKVILLE AVE,Toronto,TORONTO,Ontario,M5R 1B8,4169349292,EATING PLACES,43.671076,-79.391158,722513,58120304,"$579,224.00 ",20,0,2010
ZESTY COFFEE INC,,36 CHARLOTTE ST UNIT 102,Toronto,TORONTO,Ontario,M5V 3P7,,EATING PLACES,43.646664,-79.39407,722513,58120304,"$109,441.00 ",3,3,2016
